alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.1,fltrust_aligned,AdaAggRL,0.7415999999999999,0.0,0.7415999999999999,0.7415999999999999,1.0,krum,0.89445
0.1,fltrust_aligned,FedStrategist,0.8541000000000001,0.0,0.8541000000000001,0.8541000000000001,1.0,krum,0.89445
0.1,fltrust_aligned,GRADF,0.789,0.0,0.789,0.789,1.0,krum,0.89445
0.1,fltrust_aligned,Oracle (decoupled),0.7874000000000001,0.0,0.7874000000000001,0.7874000000000001,1.0,krum,0.89445
0.1,fltrust_aligned,Random,0.8013,0.0,0.8013,0.8013,1.0,krum,0.89445
0.1,gaussian_noise,AdaAggRL,0.8414999999999999,0.0,0.8414999999999999,0.8414999999999999,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,FedStrategist,0.6836,0.0,0.6836,0.6836,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,GRADF,0.8192,0.0,0.8192,0.8192,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,Oracle (decoupled),0.7898000000000001,0.0,0.7898000000000001,0.7898000000000001,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,Random,0.7921,0.0,0.7921,0.7921,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,AdaAggRL,0.841,0.0,0.841,0.841,1.0,fltrust,0.62514
0.1,krum_collusion,FedStrategist,0.6487999999999999,0.0,0.6487999999999999,0.6487999999999999,1.0,fltrust,0.62514
0.1,krum_collusion,GRADF,0.5815,0.0,0.5815,0.5815,1.0,fltrust,0.62514
0.1,krum_collusion,Oracle (decoupled),0.7372,0.0,0.7372,0.7372,1.0,fltrust,0.62514
0.1,krum_collusion,Random,0.6354,0.0,0.6354,0.6354,1.0,fltrust,0.62514
0.1,label_flipping,AdaAggRL,0.7508,0.0,0.7508,0.7508,1.0,fltrust,0.62377
0.1,label_flipping,FedStrategist,0.7308,0.0,0.7308,0.7308,1.0,fltrust,0.62377
0.1,label_flipping,GRADF,0.7497,0.0,0.7497,0.7497,1.0,fltrust,0.62377
0.1,label_flipping,Oracle (decoupled),0.7556999999999999,0.0,0.7556999999999999,0.7556999999999999,1.0,fltrust,0.62377
0.1,label_flipping,Random,0.7418,0.0,0.7418,0.7418,1.0,fltrust,0.62377
0.1,low_mag_backdoor,AdaAggRL,0.8364,0.0,0.8364,0.8364,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,FedStrategist,0.8583000000000001,0.0,0.8583000000000001,0.8583000000000001,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,GRADF,0.8318999999999999,0.0,0.8318999999999999,0.8318999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,Oracle (decoupled),0.8603999999999999,0.0,0.8603999999999999,0.8603999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,Random,0.8140000000000001,0.0,0.8140000000000001,0.8140000000000001,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,AdaAggRL,0.8164,0.0,0.8164,0.8164,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,FedStrategist,0.6161999999999999,0.0,0.6161999999999999,0.6161999999999999,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,GRADF,0.7289999999999999,0.0,0.7289999999999999,0.7289999999999999,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,Oracle (decoupled),0.7537999999999999,0.0,0.7537999999999999,0.7537999999999999,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,Random,0.6984,0.0,0.6984,0.6984,1.0,fltrust,0.6227699999999999
0.1,trim_attack,AdaAggRL,0.8051999999999999,0.0,0.8051999999999999,0.8051999999999999,1.0,fltrust,0.62287
0.1,trim_attack,FedStrategist,0.47400000000000003,0.0,0.47400000000000003,0.47400000000000003,1.0,fltrust,0.62287
0.1,trim_attack,GRADF,0.8085999999999999,0.0,0.8085999999999999,0.8085999999999999,1.0,fltrust,0.62287
0.1,trim_attack,Oracle (decoupled),0.49470000000000003,0.0,0.49470000000000003,0.49470000000000003,1.0,fltrust,0.62287
0.1,trim_attack,Random,0.6902000000000001,0.0,0.6902000000000001,0.6902000000000001,1.0,fltrust,0.62287
0.5,fltrust_aligned,AdaAggRL,0.8907999999999999,0.0,0.8907999999999999,0.8907999999999999,1.0,median,0.89978
0.5,fltrust_aligned,FedStrategist,0.8865999999999999,0.0,0.8865999999999999,0.8865999999999999,1.0,median,0.89978
0.5,fltrust_aligned,GRADF,0.8695999999999999,0.0,0.8695999999999999,0.8695999999999999,1.0,median,0.89978
0.5,fltrust_aligned,Oracle (decoupled),0.8721,0.0,0.8721,0.8721,1.0,median,0.89978
0.5,fltrust_aligned,Random,0.8792000000000002,0.0,0.8792000000000002,0.8792000000000002,1.0,median,0.89978
0.5,gaussian_noise,AdaAggRL,0.8954000000000001,0.0,0.8954000000000001,0.8954000000000001,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,FedStrategist,0.8012,0.0,0.8012,0.8012,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,GRADF,0.8593,0.0,0.8593,0.8593,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,Oracle (decoupled),0.8936,0.0,0.8936,0.8936,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,Random,0.8920000000000001,0.0,0.8920000000000001,0.8920000000000001,1.0,trimmed_mean,0.89474
0.5,krum_collusion,AdaAggRL,0.8960000000000001,0.0,0.8960000000000001,0.8960000000000001,1.0,krum,0.88238
0.5,krum_collusion,FedStrategist,0.8209,0.0,0.8209,0.8209,1.0,krum,0.88238
0.5,krum_collusion,GRADF,0.8603,0.0,0.8603,0.8603,1.0,krum,0.88238
0.5,krum_collusion,Oracle (decoupled),0.8733000000000001,0.0,0.8733000000000001,0.8733000000000001,1.0,krum,0.88238
0.5,krum_collusion,Random,0.8646,0.0,0.8646,0.8646,1.0,krum,0.88238
0.5,label_flipping,AdaAggRL,0.8341000000000001,0.0,0.8341000000000001,0.8341000000000001,1.0,trimmed_mean,0.88595
0.5,label_flipping,FedStrategist,0.8793,0.0,0.8793,0.8793,1.0,trimmed_mean,0.88595
0.5,label_flipping,GRADF,0.8928,0.0,0.8928,0.8928,1.0,trimmed_mean,0.88595
0.5,label_flipping,Oracle (decoupled),0.8924,0.0,0.8924,0.8924,1.0,trimmed_mean,0.88595
0.5,label_flipping,Random,0.8780999999999999,0.0,0.8780999999999999,0.8780999999999999,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,AdaAggRL,0.8992000000000001,0.0,0.8992000000000001,0.8992000000000001,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,FedStrategist,0.8991000000000001,0.0,0.8991000000000001,0.8991000000000001,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,GRADF,0.9038999999999999,0.0,0.9038999999999999,0.9038999999999999,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,Oracle (decoupled),0.9033,0.0,0.9033,0.9033,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,Random,0.8937000000000002,0.0,0.8937000000000002,0.8937000000000002,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,AdaAggRL,0.8916000000000001,0.0,0.8916000000000001,0.8916000000000001,1.0,krum,0.8844100000000001
0.5,sign_flipping,FedStrategist,0.8289,0.0,0.8289,0.8289,1.0,krum,0.8844100000000001
0.5,sign_flipping,GRADF,0.7945000000000001,0.0,0.7945000000000001,0.7945000000000001,1.0,krum,0.8844100000000001
0.5,sign_flipping,Oracle (decoupled),0.8884000000000001,0.0,0.8884000000000001,0.8884000000000001,1.0,krum,0.8844100000000001
0.5,sign_flipping,Random,0.8655999999999999,0.0,0.8655999999999999,0.8655999999999999,1.0,krum,0.8844100000000001
0.5,trim_attack,AdaAggRL,0.8960000000000001,0.0,0.8960000000000001,0.8960000000000001,1.0,trimmed_mean,0.86913
0.5,trim_attack,FedStrategist,0.8566999999999998,0.0,0.8566999999999998,0.8566999999999998,1.0,trimmed_mean,0.86913
0.5,trim_attack,GRADF,0.7405999999999999,0.0,0.7405999999999999,0.7405999999999999,1.0,trimmed_mean,0.86913
0.5,trim_attack,Oracle (decoupled),0.8389000000000001,0.0,0.8389000000000001,0.8389000000000001,1.0,trimmed_mean,0.86913
0.5,trim_attack,Random,0.8606,0.0,0.8606,0.8606,1.0,trimmed_mean,0.86913
